recall_id,prod_start,prod_end,recall_date,recall_count,recall_reason,car_id,defect_id
1407,2015-03-19,2016-02-18,2016-03-21,68,ECM(엔진 제어 모듈) 소프트웨어 오류로 주행 중 시동이 일시적으로 꺼져 조향성능이 저하되고 급격하게 감속되어 사고를 일으킬 가능성,893,2
1408,2015-01-26,2016-02-18,2016-03-21,219,ECM(엔진 제어 모듈) 소프트웨어 오류로 주행 중 시동이 일시적으로 꺼져 조향성능이 저하되고 급격하게 감속되어 사고를 일으킬 가능성,64,2
1409,2015-03-31,2016-02-18,2016-03-21,27,ECM(엔진 제어 모듈) 소프트웨어 오류로 주행 중 시동이 일시적으로 꺼져 조향성능이 저하되고 급격하게 감속되어 사고를 일으킬 가능성,892,2
1410,2011-08-01,2012-04-30,2016-03-28,14463,자동식 창닦이기(와이퍼) 구동 모터 내부 부품의 결함으로 자동식 창닦이기가 작동하지 않아 안전운행에 지장을 줄 가능성이 발견,1005,4
1411,2011-07-10,2012-06-12,2016-03-28,10978,자동식 창닦이기(와이퍼) 구동 모터 내부 부품의 결함으로 자동식 창닦이기가 작동하지 않아 안전운행에 지장을 줄 가능성이 발견,1006,4
1412,2014-11-21,2015-04-17,2016-03-31,32,엔진 시동 스위치와 주배선을 접속시키는 커플러의 결함 등으로 주행 중 시동이 꺼질 가능성,1007,3
1413,2014-03-31,2014-07-17,2016-03-31,27,엔진 시동 스위치와 주배선을 접속시키는 커플러의 결함 등으로 주행 중 시동이 꺼질 가능성,1008,3
1414,2015-06-04,2015-06-04,2016-03-31,3,엔진 시동 스위치와 주배선을 접속시키는 커플러의 결함 등으로 주행 중 시동이 꺼질 가능성,1009,3
1415,2013-02-08,2014-01-22,2016-03-31,82,엔진 흡배기 밸브 태핏 결함으로 주행중 엔진이 멈출 가능성,1010,3
1416,2012-12-25,2012-12-25,2016-03-31,2,엔진 흡배기 밸브 태핏 결함으로 주행중 엔진이 멈출 가능성,1011,3
1417,2004-12-23,2005-02-14,2016-03-31,74,파워스티어링 펌프 부품 결함으로 조향 보조장치가 정상 작동하지 않을 가능성,702,2
1418,2004-12-24,2005-02-01,2016-03-31,8,파워스티어링 펌프 부품 결함으로 조향 보조장치가 정상 작동하지 않을 가능성,703,2
1419,2013-07-01,2015-10-31,2016-03-31,322,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,1012,13
1420,2015-07-01,2015-10-31,2016-03-31,75,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,1013,13
1421,2013-03-01,2015-10-31,2016-03-31,87,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,1014,13
1422,2014-03-01,2015-10-31,2016-03-31,289,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,1015,13
1423,2013-10-01,2015-10-31,2016-03-31,443,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,1016,13
1424,2014-03-01,2015-10-31,2016-03-31,752,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,1017,13
1425,2013-08-01,2015-10-31,2016-03-31,435,운전석 매트 고정이 해제되어 가속페달이 매트에 낄 경우 가속 상태가 지속되어 사고발생 가능성,1018,13
1426,2007-10-24,2008-02-18,2016-03-31,32,운전석 좌석안전띠 결함으로 충돌시 안전띠를 자동으로 되감지 않아 운전자가 부상을 당할 가능성,1019,7
1427,2014-11-18,2015-06-24,2016-04-05,1146,엔진 캠축에 연결된 고압 연료 분사 펌프 및 브레이크 진공 펌프 사이에서 과부하가 발생되어 엔진 출력 감소 및 브레이크 성능저하로 안전운행에 지장을 줄 가능성 발견,1020,1
1428,2003-08-08,2007-09-05,2016-04-07,87,충돌로 인한 조수석 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 승객 등에게 상해를 입힐 가능성 발견,217,7
1429,2008-02-21,2008-02-21,2016-04-07,1,충돌로 인한 조수석 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 승객 등에게 상해를 입힐 가능성 발견,217,7
1430,2009-09-01,2012-11-08,2016-04-07,416,뒷좌석 쿠션부 금속 프레임의 형태가 부적절하여 충돌 시 프레임과 좌석안전띠의 간섭으로 좌석안전띠가 절단될 경우 승객을 보호하지 못할 가능성 발견,144,7
1431,2009-02-27,2012-11-14,2016-04-07,1242,뒷좌석 쿠션부 금속 프레임의 형태가 부적절하여 충돌 시 프레임과 좌석안전띠의 간섭으로 좌석안전띠가 절단될 경우 승객을 보호하지 못할 가능성 발견,145,7
1432,2010-01-15,2016-01-11,2016-04-08,3450,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,38,1
1433,2010-01-15,2016-01-11,2016-04-08,12,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,1021,1
1434,2010-01-15,2016-01-11,2016-04-08,548,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,1022,1
1435,2010-01-15,2016-01-11,2016-04-08,14,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,1023,1
1436,2010-01-15,2016-01-11,2016-04-08,551,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,1024,1
1437,2010-01-15,2016-01-11,2016-04-08,4,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,1025,1
1438,2010-01-15,2016-01-11,2016-04-08,310,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,1026,1
1439,2010-01-15,2016-01-11,2016-04-08,356,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,37,1
1440,2010-01-15,2016-01-11,2016-04-08,65,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,1027,1
1441,2010-01-15,2016-01-11,2016-04-08,314,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,36,1
1442,2015-11-16,2016-02-03,2016-04-08,430,"특정조건(운전자가 시동을 끄고 차량의 문을 열고 약 13초～22초 사이)에서 재시동을 하는 경우 좌석안전띠 미착용 경고음 및 후방주차보조시스템 등의 안전사양 경고음이 작동하지 않아(단, 계기판의 경고등은 점등됨) 안전운행에 지장을 줄 가능성 발견",1028,7
1443,2010-01-15,2016-01-11,2016-04-08,284,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성 발견,39,1
1444,2015-09-29,2015-11-16,2016-04-08,40,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링의 결함으로 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성 발견,1029,9
1445,2015-09-11,2015-11-21,2016-04-08,30,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링의 결함으로 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성 발견,1030,9
1446,2015-09-01,2015-11-19,2016-04-08,57,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링의 결함으로 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성 발견,1031,9
1447,2015-09-15,2015-10-21,2016-04-08,20,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링의 결함으로 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성 발견,1032,9
1448,2015-10-15,2015-11-10,2016-04-08,15,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링의 결함으로 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성 발견,1033,9
1449,2015-09-08,2015-11-12,2016-04-08,15,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링의 결함으로 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성 발견,1034,9
1450,2015-09-04,2015-11-10,2016-04-08,157,자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링의 결함으로 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성 발견,1035,9
1451,2015-07-24,2015-07-24,2016-04-11,2,"조향장치 스위치 모듈 전기배선의 조립불량으로 전기배선이 손상될 경우 방향지시등 고장, 에어백 오작동 등 안전운행에 지장을 줄 가능성 발견",1036,2
1452,2015-09-29,2015-11-06,2016-04-12,31,뒷좌석 안전띠 버클 지지대 제작결함으로 충돌 시 승객을 보호하지 못할 가능성 발견,1029,8
1453,2008-01-02,2009-08-22,2016-04-12,111553,"앞열(운전석, 동승석) 에어백이 미전개 조건(주행 시 과속방지턱, 주차장멈춤턱 등으로 인해 차체 하단 부위 충격 발생)에서 전개되어 안전운행에 지장을 주는 결함으로 확인",1037,7
1454,2015-09-18,2015-10-22,2016-04-12,13,뒷좌석 안전띠 버클 지지대 제작결함으로 충돌 시 승객을 보호하지 못할 가능성 발견,1030,8
1455,2015-09-15,2015-10-22,2016-04-12,24,뒷좌석 안전띠 버클 지지대 제작결함으로 충돌 시 승객을 보호하지 못할 가능성 발견,1031,8
1456,2010-05-03,2010-07-08,2016-04-18,11681,전동식 스티어링(조향장치) ECU 회로기판의 코팅불량으로 인해 수분 유입시 전자회로가 단락되어 스티어링 휠이 무거워질 가능성,1038,2
1457,2010-01-19,2010-07-08,2016-04-18,7794,전동식 스티어링(조향장치) ECU 회로기판의 코팅불량으로 인해 수분 유입시 전자회로가 단락되어 스티어링 휠이 무거워질 가능성,1039,2
1458,2012-03-08,2016-01-12,2016-04-25,9479,등화장치용 다기능 스위치의 접촉 불량으로 인해 주행 중 전조등이 정상작동하지 않을 가능성 발견,1040,10
1459,2011-02-11,2016-01-19,2016-04-26,2356,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성이 발견,1041,1
1460,2011-02-10,2014-07-13,2016-04-26,117,브레이크 페달을 고정하는 부품의 조립불량으로 주행 중 브레이크가 제대로 작동되지 않아 사고가 발생할 가능성이 발견,1042,1
1461,2015-01-14,2015-02-04,2016-04-26,115,사이드 에어백(운전석 및 조수석) 내부 부품 불량으로 충돌로 인한 에어백 전개시 금속 파편이 운전자 등에게 상해를 입힐 가능성 발견,1043,7
1462,2015-01-13,2015-02-03,2016-04-29,29,사이드 에어백(운전석 및 조수석) 내부 부품 불량으로 충돌로 인한 에어백 전개시 금속 파편이 운전자 등에게 상해를 입힐 가능성 발견,1044,7
1463,2015-07-16,2015-12-31,2016-05-03,7,운전석 에어백 내부 부품 결함으로 에어백이 정상적으로 전개되지 않을 가능성,245,7
1464,2015-12-01,2016-03-05,2016-05-03,612,험로 주행 감지 센서 배선이 고온의 배기파이프와 간섭됨으로써 피복이 벗겨지고 합선으로 인해 메인퓨즈가 단선되어 시동이 꺼질 가능성,300,6
1465,2014-08-10,2015-12-19,2016-05-03,3987,전조등 주행빔(상향등)이 자동차안전기준보다 더 높은 곳을 비추는 결함이 발견,1045,10
1466,2014-06-16,2016-01-16,2016-05-03,21,운전석 에어백 내부 부품 결함으로 에어백이 정상적으로 전개되지 않을 가능성,1046,7
1467,2015-09-05,2015-09-08,2016-05-03,2,운전석 에어백 내부 부품 결함으로 에어백이 정상적으로 전개되지 않을 가능성,1047,7
1468,2014-09-08,2015-09-24,2016-05-03,574,캐빈 틸팅 실린더 등의 부품 제작결함으로 캐빈틸팅 작동시 캐빈이 빠르게 기울어져 자동차 점검정비시 작업자에게 피해를 줄 수 있는 가능성,971,13
1469,2014-09-08,2015-09-24,2016-05-03,192,캐빈 틸팅 실린더 등의 부품 제작결함으로 캐빈틸팅 작동시 캐빈이 빠르게 기울어져 자동차 점검정비시 작업자에게 피해를 줄 수 있는 가능성,968,13
1470,2015-11-25,2016-02-12,2016-05-04,395,브레이크 액츄에이터(유압조정장치) 제작결함으로 인해 차량 안정성이 저하되고 제동거리가 늘어날 가능성,877,1
1471,2015-09-10,2016-02-18,2016-05-04,229,브레이크 액츄에이터(유압조정장치) 제작결함으로 인해 차량 안정성이 저하되고 제동거리가 늘어날 가능성,1048,1
1472,2005-05-31,2007-09-06,2016-05-12,2993,"연료 라인의 연료 압력센서 조립 불량으로, 연료 누유로 인해 화재가 발생할 가능성",174,5
1473,2004-09-27,2006-06-23,2016-05-12,1205,"연료 라인의 연료 압력센서 조립 불량으로, 연료 누유로 인해 화재가 발생할 가능성",1049,5
1474,2014-10-03,2014-10-03,2016-05-12,1,"창유리(앞면, 우측 등) 접착제의 접착 성능 불량으로 주행 중 창유리가 차량에서 이탈될 가능성 발견",1050,8
1475,2014-12-18,2014-12-18,2016-05-12,1,"창유리(앞면, 우측 등) 접착제의 접착 성능 불량으로 주행 중 창유리가 차량에서 이탈될 가능성 발견",1051,8
1476,2015-07-09,2015-10-16,2016-05-12,173,"엔진 메인 전기 배선이 엔진의 일부 부품과 간섭되어 피복이 벗겨져, 합선될 경우 엔진관련 전기회로가 단선되어 시동이 꺼질 가능성 발견",1051,3
1477,2015-07-09,2015-10-16,2016-05-12,291,"엔진 메인 전기 배선이 엔진의 일부 부품과 간섭되어 피복이 벗겨져, 합선될 경우 엔진관련 전기회로가 단선되어 시동이 꺼질 가능성 발견",1050,3
1478,2013-11-04,2013-11-04,2016-05-12,1,운전석 에어백 내부 부품 불량으로 사고시 에어백이 정상적으로 전개되지 않아 운전자가 부상을 입을 가능성,1052,7
1479,2014-11-04,2016-02-25,2016-05-12,2174,연료필터와 연료공급호스를 연결하는 부품의 설계 결함으로 호스가 이탈되어 연료가 샐 경우 시동 꺼짐 및 화재발생 가능성 발견,1053,5
1480,2015-04-01,2016-02-25,2016-05-12,157,연료필터와 연료공급호스를 연결하는 부품의 설계 결함으로 호스가 이탈되어 연료가 샐 경우 시동 꺼짐 및 화재발생 가능성 발견,1054,5
1481,2015-04-29,2015-07-23,2016-05-12,26,"배선 설계 오류로 인해 예비전원이 공급되지 않을 경우, P단 기어 변속과 주차브레이크가 작동하지 않아 경사로 등에서 주·정차시 차량이 움직이며 사고가 발생할 가능성 발견",1055,1
1482,2015-12-22,2016-02-05,2016-05-12,3,조수석 승객감지 시스템의 소프트웨어 오류로 조수석의 탑승객을 인지하지 못해 사고시 에어백이 정상적으로 작동되지 않을 가능성이 발견,1056,7
1483,2015-08-25,2015-08-25,2016-05-18,1,운전석 하단 프레임 용접 결함으로 인한 등받이 고정 불량 및 안전벨트 체결 성능 저하 가능성,966,7
